silent	_RINGER_SILENT
the	O
phone	O
when	O
i	O
am	O
in	O
a	O
meeting	O
change	O
the	O
ringer	O
to	O
general	_RINGER_NORMAL
when	O
i	O
do	O
this	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
i	O
shake	DEVICE_SHAKEN
phone	O
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
i	O
put	O
phone	O
on	O
desk	O
wake	O
up	O
phone	O
when	O
i	O
raise	DEVICE_LIFTED
it	O
set	O
phone	O
to	O
vibrate	O
set	O
ringer	O
to	O
normal	_RINGER_NORMAL

read	O
my	O
message	O

silent	_RINGER_SILENT
phone	O
when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING
put	O
phone	O
to	O
silent	_RINGER_SILENT
when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING

quieten	_RINGER_SILENT
phone	O
when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING

put	O
phone	O
to	O
silent	_RINGER_SILENT

can	O
you	O
silent	_RINGER_SILENT
the	O
phone	O

change	O
ringer	O
to	O
silent	_RINGER_SILENT

when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING
change	O
ringer	O
to	O
quiet	_RINGER_SILENT
when	O
i	O
am	O
walking	INSTANT_ACTIVITY_WALKING
put	O
device	O
to	O
silent	_RINGER_SILENT
when	O
i	O
am	O
driving	O
quiten	O
the	O
phone	O
when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING
put	O
the	O
ringer	O
on	O
silent	_RINGER_SILENT
when	O
i	O
am	O
driving	O
switch	O
off	O
the	O
ringer	O
when	O
i	O
am	O
sedentary	O
turn	O
off	O
the	O
ringer	O
when	O
i	O
am	O
cycling	O
set	O
the	O
device	O
to	O
silent	_RINGER_SILENT

when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING
silence	_RINGER_SILENT

don't	O
make	O
a	O
sound	O
when	O
i	O
am	O
walking	INSTANT_ACTIVITY_WALKING

when	O
i	O
am	O
walking	INSTANT_ACTIVITY_WALKING
put	O
phone	O
to	O
silent	_RINGER_SILENT

when	O
i	O
am	O
cycling,	O
put	O
the	O
phone	O
to	O
silent	_RINGER_SILENT
when	O
i	O
am	O
riding	O
my	O
bike,	O
put	O
phone	O
to	O
silent	_RINGER_SILENT
put	O
phone	O
to	O
vibration	O
when	O
i	O
am	O
standing	O
vibrate	O
only	O
set	O
phone	O
to	O
vibration	O
set	O
ringer	O
to	O
vibration	O
vibrate	O
when	O
someone	O
calls	PHONE_CALL_ACTIVE

ring	O
when	O
someone	O
calls	PHONE_CALL_ACTIVE

play	O
ringtone	_RINGER_NORMAL
when	O
someone	O
calls	PHONE_CALL_ACTIVE

when	O
a	O
call	O
is	O
received,	PHONE_CALL_ACTIVE
vibrate	O
turn	O
on	O
the	O
torch	O
when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING
when	O
i	O
drive,	O
turn	O
the	O
flashlight	_FLASHLIGHT_ON
on	O

turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
its	O
dark	LIGHT_DARK

turn	O
on	O
the	O
torch	_FLASHLIGHT_ON

turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
its	O
dark	LIGHT_DARK
and	O
the	O
phone	O
is	O
faced	O
down	O

turn	O
on	O
the	O
flash	_FLASHLIGHT_ON

set	O
flashlight	_FLASHLIGHT_ON
state	O
to	O
on	O

set	O
flashlight	_FLASHLIGHT_OFF
state	O
to	O
off	O

turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF

turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON

set	O
the	O
flashlight	_FLASHLIGHT_OFF
to	O
off	O

when	O
i	O
am	O
running,	INSTANT_ACTIVITY_RUNNING
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF

turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
ear	O
touches	O
phone	O
when	O
i	O
am	O
standing,	O
read	O
sms	O
read	O
sms	O
read	O
the	O
message	O
when	O
the	O
phone	O
faces	O
up	O
its	O
dark	LIGHT_DARK
switch	O
on	O
the	O
torch	O
when	O
its	O
noisy	O
turn	O
on	O
the	O
ringer	O
when	O
i	O
am	O
in	O
a	O
crowd	O
set	O
the	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
i	O
am	O
in	O
a	O
crowded	O
place	O
set	O
vibration	O
on	O
when	O
i	O
am	O
running	INSTANT_ACTIVITY_RUNNING
increase	O
volume	O
when	O
its	O
loud	O
around	O
when	O
phone	O
is	O
facing	O
up	O
set	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
phone	O
is	O
facing	O
down,	O
set	O
ringer	O
to	O
silent	_RINGER_SILENT
when	O
phone	O
faces	O
down,	O
set	O
ringer	O
to	O
silent	_RINGER_SILENT
when	O
phone	O
faces	O
up,	O
set	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
phone	O
is	O
on	O
table,	DEVICE_POSITION_TABLE
read	O
messages	O
when	O
i	O
am	O
running,	INSTANT_ACTIVITY_RUNNING
set	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
its	O
dark,	LIGHT_DARK
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
i	O
am	O
standing,	O
set	O
ringer	O
to	O
vibration	O
read	O
my	O
messages	O
when	O
i	O
am	O
driving	O
when	O
i	O
am	O
sucking,	O
vibrate	O
cycling	O
means	O
silence	O
vibrate	O
like	O
a	O
monster	O

when	O
i	O
am	O
walking	INSTANT_ACTIVITY_WALKING
when	O
i	O
am	O
on	O
my	O
legs,	INSTANT_ACTIVITY_WALKING
set	O
ringer	O
to	O
vibration	O
make	O
it	O
darker	O
when	O
its	O
dark	LIGHT_DARK
make	O
it	O
bright	O
when	O
its	O
dark	LIGHT_DARK
make	O
it	O
bright	_FLASHLIGHT_ON
keep	O
it	O
dark	LIGHT_DARK
keep	O
it	O
dark	_FLASHLIGHT_OFF
when	O
light	O
goes	LIGHT_DARK
off	LIGHT_DARK
when	O
phone	O
faces	O
up,	O
turn	O
on	O
the	O
speakers	O
wake	O
up	O
from	O
lock	O
when	O
phone	O
call	O
comes	PHONE_CALL_ACTIVE
when	O
i	O
am	O
walking	INSTANT_ACTIVITY_WALKING
set	O
ringer	O
to	O
normal	_RINGER_NORMAL
read	O
me	O
the	O
message	O
when	O
i	O
am	O
driving	O
read	O
my	O
messages	O
when	O
i	O
am	O
in	O
a	O
car	O
wake	O
up	O
the	O
phone	O
when	O
i	O
raise	DEVICE_LIFTED
it	O
wake	O
up	O
the	O
phone	O
when	O
i	O
pick	O
it	O
turn	O
on	O
the	O
display	O
when	O
i	O
pick	O
up	O
the	O
phone	O
turn	O
on	O
the	O
display	O
when	O
i	O
raise	DEVICE_LIFTED
the	O
phone	O
set	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
its	O
noisy	O
set	O
the	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
it	O
is	O
noisy	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
phone	O
in	O
my	O
hand	DEVICE_POSITION_HAND
wake	O
up	O
from	O
lock	O
when	O
i	O
raise	DEVICE_LIFTED
phone	O
wake	O
up	O
when	O
i	O
pick	DEVICE_LIFTED
up	O
the	O
phone	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
for	O
this	O
iphone.	O
ok	O
happy.	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
i	O
left	O
phone	O
left	O
left.	O
turn	O
up	O
the	O
volume	O
when	O
i	O
am	O
in	O
a	O
crowd	O
turn	O
on	O
the	O
display	O
when	O
i	O
pick	O
up	O
phone.	O
wake	O
up	O
the	O
phone	O
when	O
i	O
pick	O
it.	O
wake	O
up	O
the	O
phone	O
when	O
i	O
left	O
it.	O
turn	O
on	O
the	O
display	O
when	O
i	O
reach	O
phone.	O
get	O
all	O
humans	O
when	O
i	O
raise	DEVICE_LIFTED
the	O
phone.	O
wake	O
up	O
when	O
i	O
pickup	O
the	O
phone	O
turn	O
on	O
the	O
display	O
when	O
i	O
raise	DEVICE_LIFTED
phone.	O
wake	O
up	O
when	O
i	O
pick	O
up	O
the	O
phone.	O
put	O
phone	O
to	O
normal	_RINGER_NORMAL
when	O
it's	O
noisy	O
noisy.	O
put	O
phone	O
to	O
normal	_RINGER_NORMAL
when	O
it's	O
noisy	O
put	O
phone	O
to	O
normal	_RINGER_NORMAL
when	O
it's	O
noisy.	O
wake	O
up	O
the	O
phone	O
when	O
its	O
in	O
hand	DEVICE_POSITION_HAND
wake	O
the	O
phone	O
up	O
when	O
its	O
in	O
hand	DEVICE_POSITION_HAND
wake	O
up	O
the	O
phone	O
when	O
i	O
lift	DEVICE_LIFTED
it	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
i	O
raise	DEVICE_LIFTED
the	O
phone	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
i	O
am	O
walking	INSTANT_ACTIVITY_WALKING
read	O
my	O
sms	O
when	O
i	O
am	O
driving	O
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
the	O
phone	O
is	O
on	O
desk	DEVICE_POSITION_DESK
turn	O
on	O
the	O
display	O
when	O
i	O
take	O
the	O
phone	O
in	O
my	O
hand	DEVICE_POSITION_HAND
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF

when	O
i	O
shake	DEVICE_SHAKEN
phone	O
turn	O
off	O
the	O
torch	_FLASHLIGHT_OFF
when	O
i	O
shake	DEVICE_SHAKEN
phone	O
turn	O
off	O
the	O
flash	_FLASHLIGHT_OFF
when	O
i	O
shake	DEVICE_SHAKEN
phone	O
turn	O
the	O
flashlight	_FLASHLIGHT_OFF
off	O
when	O
i	O
shake	DEVICE_SHAKEN
phone	O
when	O
i	O
shake	DEVICE_SHAKEN
phone,	O
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
i	O
shake	DEVICE_SHAKEN
the	O
phone	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
for	O
phone	O
is	O
in	O
my	O
hand.	DEVICE_POSITION_HAND
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
the	O
phone	O
is	O
in	O
my	O
hand.	DEVICE_POSITION_HAND
turn	O
on	O
the	O
display	O
when	O
i	O
pick	DEVICE_LIFTED
up	O
the	O
phone.	O
put	O
ringer	O
to	O
normal	_RINGER_NORMAL
when	O
it	O
is	O
noisy	O
wake	O
the	O
phone	O
up	O
when	O
it's	O
in	O
hand.	DEVICE_POSITION_HAND
wake	O
up	O
the	O
phone	O
when	O
i	O
raise	DEVICE_LIFTED
it.	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
i	O
raise	DEVICE_LIFTED
the	O
phone.	O
put	O
phone	O
to	O
normal	_RINGER_NORMAL
when	O
its	O
noisy	O
wake	O
the	O
phone	O
when	O
i	O
leave	O
it.	O
turn	O
the	O
flashlight	_FLASHLIGHT_ON
off.	O
when	O
i	O
raise	DEVICE_LIFTED
the	O
phone,	O
wake	O
it	O
wake	O
the	O
phone	O
when	O
i	O
pick	DEVICE_LIFTED
it	O
up	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
it	O
is	O
dark	O
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
it	O
is	O
bright	O
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
it	O
is	O
not	O
dark	O
turn	O
on	O
the	O
flashlight	_FLASHLIGHT_ON
when	O
dark	O
turn	O
off	O
the	O
flashlight	_FLASHLIGHT_OFF
when	O
bright	O
flashlight	_FLASHLIGHT_ON
on	O
when	O
dark	O
flashlight	_FLASHLIGHT_OFF
off	O
when	O
bright	O
play	O
next	_NEXT_TRACK
track	_NEXT_TRACK

next	_NEXT_TRACK
track	_NEXT_TRACK
play	O
the	O
next	_NEXT_TRACK
track	_NEXT_TRACK
play	O
the	O
next	_NEXT_TRACK
song	_NEXT_TRACK
play	O
the	O
next	_NEXT_TRACK
song	_NEXT_TRACK
when	O
it	O
is	O
dark	O
play	O
the	O
next	_NEXT_TRACK
track	_NEXT_TRACK
when	O
i	O
shake	DEVICE_SHAKEN
phone	O
next	_NEXT_TRACK
track	_NEXT_TRACK
when	O
i	O
shake	DEVICE_SHAKEN
phone	O
wake	O
up	O
when	O
i	O
pick	DEVICE_LIFTED
the	O
phone	O
wake	O
up	O
when	O
i	O
lift	DEVICE_LIFTED
the	O
phone	O
wake	O
up	O
turn	O
on	O
the	O
display	O
when	O
i	O
lift	DEVICE_LIFTED
the	O
phone	O
play	O
the	O
next	_NEXT_TRACK
track	_NEXT_TRACK
when	O
i	O
flick	O
right	O
play	O
the	O
previous	_PREV_TRACK
track	_PREV_TRACK
when	O
i	O
flick	O
left	O
last	O
track	O
when	O
i	O
flick	O
left	O
next	_NEXT_TRACK
track	_NEXT_TRACK
when	O
i	O
flick	O
right	O
play	O
next	_NEXT_TRACK
upon	O
right	O
flick	O
play	O
previous	_PREV_TRACK
upon	O
left	O
flick	O
play	O
the	O
last	O
track	O
when	O
i	O
flick	O
left	O
play	O
the	O
next	_NEXT_TRACK
track	_NEXT_TRACK
on	O
right	O
flick	O
wake	O
up	O
the	O
phone	O
on	O
pick	DEVICE_LIFTED
wake	O
up	O
the	O
phone	O
when	O
it	O
is	O
lifted	DEVICE_LIFTED
wake	O
up	O
the	O
phone	O
when	O
i	O
pick	DEVICE_LIFTED
it	O
up	O
wake	O
up	O
when	O
raised	DEVICE_LIFTED
put	O
phone	O
to	O
vibration	O
when	O
it	O
faces	O
down	O
turn	O
on	O
vibration	O
when	O
the	O
phone	O
faces	O
down	O
when	O
phone	O
faces	O
down,	O
turn	O
on	O
vibration	O
when	O
phone	O
is	O
kept	O
face	O
down	O
turn	O
on	O
vibration	O
turn	O
on	O
the	O
ringer	O
when	O
the	O
phone	O
faces	O
up	O
ringer	O
on	O
when	O
facing	O
upwards	O
read	O
unread	O
message	O
turn	O
on	O
the	O
screen	O
when	O
i	O
pick	DEVICE_LIFTED
the	O
phone	O
Signal	O
in	O
morse	_MORSE
that	O
apples	O
are	O
yummy	O
using	O
phone's	O
flashlight	_FLASHLIGHT_TIMED

use	O
phone's	O
flashlight	_FLASHLIGHT_TIMED
to	O
signal	O
in	O
morse	_MORSE
that	O
apples	O
are	O
yummy	O
use	O
phone's	O
torch	_FLASHLIGHT_TIMED
to	O
signal	O
in	O
morse	_MORSE
that	O
bananas	O
are	O
good	O

use	O
flashlight	_FLASHLIGHT_TIMED
to	O
signal	O
in	O
morse	_MORSE
that	O
something	O
happens	O

signal	O
in	O
morse	_MORSE
using	O
flashlight	_FLASHLIGHT_TIMED
that	O
I	O
need	O
help	O

use	O
morse	_MORSE
to	O
signal	_FLASHLIGHT_OFF
that	O
oranges	O
are	O
fun	O
